product_image_link,product_name,product_rating
,"WeCool Mr.Bass W004 in-Ear Wired Earphones with Mic,Deep Bass HD Sound Mobile Headset with Noise Cancellation,Mobile Phone headsets,Ear Phone with mic and Free Carry Case (Black),ERD Earphone Built-in-mic Smart Earbuds (Black),Samsung SSLION12 In-Ear Earphones with Mic (White),boAt BassHeads 100 in-Ear Headphones with Mic (Black),Oxhox Bluetooth V5.1 Wireless Compatible with redmi and Realme Headset and All The Smart Phone Bluetooth Headset with Mic,boAt BassHeads 100 Hawk Inspired Earphones with Mic (Taffy Pink),Deep Bass Metal Plugs in-Ear Earphones Compatible for Reliance Jio Lyf Wind 6 -Black,S6 Wireless Bluetooth Earphone/Headphone with Noise Isolation,Thunder Beats Stereo Sound with Mic for All Android Phones & Smartphones,RiaTech Gold Plated 2 Male to 1 Female 3.5mm Headphone Earphone Mic Audio Y Splitter Cable for PC Laptop – Black,DAHSHA Gold Plated 3.5mm Stereo Female to 2 Male Y-Splitter AUX Cable with Separate Headphone/Earphone/Microphone(Black),Storite 3.5mm Jack 1 Male to 2 Female Stereo Headphone Earphone Jack Y Splitter Audio Adapter Cable (Black),RiaTech 2 Pack Gold Plated 3.5mm 2 Male to 1 Female Headphone Earphone Mic Audio Y Splitter Cable- Black,AmazonBasics Male to Female Stereo Audio Cable (Aux Extension Cable) with Gold Plated Connectors- 12 Feet (3.5mm),Storite 16 Foot 3.5 mm Male To 3.5 mm Female Jack Extension Stereo Audio Cable (5M Aux Extension Cable),AmazonBasics Male to Female Stereo Audio Cable (Aux Extension Cable) with Gold Plated Connectors- 6 Feet (3.5mm),BOTON 3.5 mm Female to 2 Dual 3.5 mm Male Earphone Mic Audio Y Splitter Cable for Smartphone Headset to PC Adapter,Amazing_Deal Earphones with Ultra Bass and Dolby Sound 0.33 mm Jack for All Samsung/Android/iOS Devices (White),Mi Earphone Basic with Ultra deep bass and mic (Blue),Philips SHE1405WT/94 in-Ear Headphones with Mic (White),Philips SHE2305WT/00 Upbeat inear Earphone with Mic (White),JBL C100SI In-Ear Deep Bass Headphones with Mic (Black),boAt BassHeads 162 with HD Sound, in-line mic, Dual Tone Secure Braided Cable & 3.5mm Angled Jack Wired Earphones (Black),Nekosta Bluetooth 5.0 Earphones 5 Hours Playtime, Wireless Heaphones with Mic Stereo Call 3D Sound in Ear Wireless Sport Earphone(Very Color),New 3.5mm Male To Female Stereo Audio Extension Cable 3 Meters (10 Feet)","4 Stars & Up,3 Stars & Up,2 Stars & Up,1 Star & Up,3.8 out of 5 stars,3.0 out of 5 stars,3.2 out of 5 stars,4.1 out of 5 stars,4.1 out of 5 stars,4.0 out of 5 stars,4.0 out of 5 stars,4.0 out of 5 stars,3.8 out of 5 stars,4.0 out of 5 stars,4.5 out of 5 stars,3.6 out of 5 stars,4.5 out of 5 stars,3.7 out of 5 stars,5.0 out of 5 stars,4.1 out of 5 stars,3.7 out of 5 stars,3.8 out of 5 stars,4.0 out of 5 stars,4.1 out of 5 stars,5.0 out of 5 stars,4.2 out of 5 stars"
